Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid,
08:42:25,TELL,SS,5.57,5,CPGO,,100467,Short,Q210603001546,
08:42:25,TELL,SS,5.57,576,CPGO,,100467,Short,Q210603001546,
08:42:25,TELL,SS,5.57,100,CPGO,,100467,Short,Q210603001546,
08:42:25,TELL,SS,5.57,69,CPGO,,100467,Short,Q210603001546,
08:42:25,TELL,SS,5.57,150,CPGO,,100467,Short,Q210603001546,
08:41:50,TELL,SS,5.565,100,CPGO,,100467,Short,Q210603001546,
12:08:17,GTT,SS,3.1203,500,CPGO,,100467,Short,Q210603022030,
11:40:03,BCTX,SS,6.2002,250,CPGO,,100467,Short,Q210603020324,
09:31:06,TELL,SS,5.59,500,CPGO,,100467,Short,Q210603003259,
11:39:34,BCTX,SS,6.2102,250,CPGO,,100467,Short,Q210603020286,
09:04:43,BBBY,SS,39.9,50,CPGO,,100467,Short,Q210603002179,
09:44:08,GTT,SS,3.5703,250,CPGO,,100467,Short,Q210603006883,
12:14:39,GTT,B,3.3597,500,CPGO,,100467,Margin,Q210603022372,
09:35:38,BBBY,SS,36.02,500,CPGO,,100467,Short,Q210603004919,
13:10:35,TELL,B,5.4297,300,CPGO,,100467,Margin,Q210603025138,
13:10:35,TELL,B,5.43,200,CPGO,,100467,Margin,Q210603025138,
09:35:25,GTT,SS,3.4603,50,CPGO,,100467,Short,Q210603004862,
09:35:25,GTT,SS,3.46,200,CPGO,,100467,Short,Q210603004862,
09:01:06,TELL,B,5.72,260,CPGO,,100467,Margin,Q210603001832,
12:05:04,GTT,B,3.2597,500,CPGO,,100467,Margin,Q210603021856,
09:00:48,AMC,SS,61.26,32,CPGO,,100467,Short,Q210603001998,
09:00:48,AMC,SS,61.26,68,CPGO,,100467,Short,Q210603001998,
09:46:50,BBBY,B,35.6897,200,CPGO,,100467,Margin,Q210603007319,
09:46:50,BBBY,B,35.6897,100,CPGO,,100467,Margin,Q210603007319,
09:46:50,BBBY,B,35.7,200,CPGO,,100467,Margin,Q210603007319,
09:43:34,GTT,SS,3.6203,250,CPGO,,100467,Short,Q210603006803,
09:37:15,AMC,SS,58.425,100,CPGO,,100467,Short,Q210603005464,
08:58:54,TELL,B,5.72,97,CPGO,,100467,Margin,Q210603001832,
08:58:54,TELL,B,5.72,643,CPGO,,100467,Margin,Q210603001832,
09:42:13,BBBY,SS,35.185,100,CPGO,,100467,Short,Q210603006491,
09:20:07,AMC,SS,59.35,25,CPGO,,100467,Short,Q210603002637,
09:20:07,AMC,SS,59.36,75,CPGO,,100467,Short,Q210603002637,
09:42:11,BBBY,SS,35.1802,400,CPGO,,100467,Short,Q210603006491,
09:53:58,VTNR,B,7.7097,250,CPGO,,100467,Margin,Q210603008839,
13:44:05,BCTX,B,6.2,500,CPGO,,100467,Margin,Q210603027017,
11:53:45,BBBY,SS,31.7902,250,CPGO,,100467,Short,Q210603021175,
12:03:36,BBBY,B,32.4097,250,CPGO,,100467,Margin,Q210603021768,
09:16:53,AMC,B,60.1,100,CPGO,,100467,Margin,Q210603002524,
09:34:44,TELL,B,5.4697,300,CPGO,,100467,Margin,Q210603004613,
09:34:44,TELL,B,5.4697,100,CPGO,,100467,Margin,Q210603004613,
09:34:44,TELL,B,5.4697,100,CPGO,,100467,Margin,Q210603004613,
08:54:57,TELL,SS,5.96,1000,CPGO,,100467,Short,Q210603001812,
09:32:15,BBBY,B,37.02,5,CPGO,,100467,Margin,Q210603002756,
09:32:15,BBBY,B,37.02,95,CPGO,,100467,Margin,Q210603002756,
11:47:14,TELL,SS,5.36,200,CPGO,,100467,Short,Q210603020779,
09:41:49,AMC,SS,54.3405,19,CPGO,,100467,Short,Q210603006404,
09:41:49,AMC,SS,54.3506,81,CPGO,,100467,Short,Q210603006404,
11:47:02,TELL,SS,5.375,200,CPGO,,100467,Short,Q210603020779,
09:14:28,VTNR,SS,8.08,250,CPGO,,100467,Short,Q210603002368,
09:31:59,GTT,B,3.6297,250,CPGO,,100467,Margin,Q210603003573,
09:44:54,GTT,B,3.8397,500,CPGO,,100467,Margin,Q210603007003,
11:46:50,TELL,SS,5.375,100,CPGO,,100467,Short,Q210603020779,
09:39:26,GTT,B,3.3897,250,CPGO,,100467,Margin,Q210603005971,
09:39:22,BBBY,B,36.3897,300,CPGO,,100467,Margin,Q210603005954,
09:39:22,BBBY,B,36.39,100,CPGO,,100467,Margin,Q210603005954,
09:39:22,BBBY,B,36.37,100,CPGO,,100467,Margin,Q210603005954,
09:26:04,GTT,SS,3.31,250,CPGO,,100467,Short,Q210603002823,
08:47:55,TELL,B,5.83,1000,CPGO,,100467,Margin,Q210603001649,
09:56:23,GTT,SS,4.0103,374,CPGO,,100467,Short,Q210603009475,
09:56:23,GTT,SS,4.0103,26,CPGO,,100467,Short,Q210603009475,
11:37:28,GTT,SS,3.5903,50,CPGO,,100467,Short,Q210603020144,
09:56:23,GTT,SS,4.01,100,CPGO,,100467,Short,Q210603009475,
11:37:28,GTT,SS,3.59,100,CPGO,,100467,Short,Q210603020144,
11:37:28,GTT,SS,3.59,100,CPGO,,100467,Short,Q210603020144,
11:37:25,GTT,SS,3.5903,150,CPGO,,100467,Short,Q210603020137,
11:37:25,GTT,SS,3.59,100,CPGO,,100467,Short,Q210603020137,
11:58:12,AMC,B,45.1897,100,CPGO,,100467,Margin,Q210603021428,
09:38:45,AMC,B,56.2397,100,CPGO,,100467,Margin,Q210603005805,
10:00:53,AMC,B,49.9597,100,CPGO,,100467,Margin,Q210603010162,
10:02:03,GTT,B,4.2197,500,CPGO,,100467,Margin,Q210603010385,
11:51:38,AMC,SS,43.1302,100,CPGO,,100467,Short,Q210603021052,
08:43:36,BBBY,SS,39.75,50,CPGO,,100467,Short,Q210603001568,
09:33:04,AMC,B,53.0497,17,CPGO,,100467,Margin,Q210603003971,
09:33:04,AMC,B,53.0497,83,CPGO,,100467,Margin,Q210603003971,
