Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid,
09:35:53,TIPT,SS,14.7103,400,CPGO,,100467,Short,Q210426002409,
14:29:19,MVIS,SS,24.7103,100,CPGO,,100467,Short,Q210426022184,
13:20:55,MVIS,SS,22.8203,100,CPGO,,100467,Short,Q210426019630,
13:20:49,MVIS,SS,22.8303,100,CPGO,,100467,Short,Q210426019619,
13:20:39,MVIS,SS,22.7203,300,CPGO,,100467,Short,Q210426019609,
09:40:29,SJ,SS,11.87,100,CPGO,,100467,Short,Q210426003403,
09:46:06,OCGN,B,11.5297,200,CPGO,,100467,Margin,Q210426004402,
09:39:57,MVIS,SS,21.69,200,CPGO,,100467,Short,Q210426003284,
09:35:26,SJ,SS,12.2,47,CPGO,,100467,Short,Q210426001694,
09:45:42,PLBY,SS,51.07,100,CPGO,,100467,Short,Q210426004331,
09:35:14,CARA,SS,26.23,100,CPGO,,100467,Short,Q210426002223,
11:26:05,MVIS,SS,21.94,100,CPGO,,100467,Short,Q210426014135,
09:39:38,MVIS,SS,21.9203,100,CPGO,,100467,Short,Q210426003232,
09:39:38,MVIS,SS,21.92,100,CPGO,,100467,Short,Q210426003232,
09:34:59,MVIS,SS,21.0203,100,CPGO,,100467,Short,Q210426002166,
09:52:20,SJ,B,11.2497,100,CPGO,,100467,Margin,Q210426005410,
11:24:54,CARA,SS,26.25,100,CPGO,,100467,Short,Q210426014073,
11:24:54,CARA,SS,26.25,100,CPGO,,100467,Short,Q210426014073,
09:59:58,TIPT,B,14.4697,100,CPGO,,100467,Margin,Q210426006542,
09:59:58,TIPT,B,14.4697,200,CPGO,,100467,Margin,Q210426006542,
09:59:58,TIPT,B,14.4697,100,CPGO,,100467,Margin,Q210426006542,
09:34:47,OCGN,SS,11.06,100,CPGO,,100467,Short,Q210426002118,
09:59:32,MVIS,B,22.0997,100,CPGO,,100467,Margin,Q210426006482,
09:59:32,MVIS,B,22.1,100,CPGO,,100467,Margin,Q210426006482,
11:24:20,CARA,SS,26.25,100,CPGO,,100467,Short,Q210426014032,
13:38:06,MVIS,B,22.7497,400,CPGO,,100467,Margin,Q210426020377,
13:38:06,MVIS,B,22.75,100,CPGO,,100467,Margin,Q210426020377,
13:37:10,MVIS,SS,22.6003,400,CPGO,,100467,Short,Q210426020339,
13:37:10,MVIS,SS,22.6,100,CPGO,,100467,Short,Q210426020339,
09:59:05,CARA,B,26.3997,100,CPGO,,100467,Margin,Q210426006419,
09:58:17,MVIS,SS,21.85,100,CPGO,,100467,Short,Q210426006338,
09:58:14,MVIS,SS,21.8203,100,CPGO,,100467,Short,Q210426006328,
11:41:04,MVIS,B,22.32,100,CPGO,,100467,Margin,Q210426015046,
09:34:06,SJ,SS,12.2,53,CPGO,,100467,Short,Q210426001694,
09:37:43,OCGN,B,11.6497,100,CPGO,,100467,Margin,Q210426002888,
09:33:44,MVIS,B,20.85,100,CPGO,,100467,Margin,Q210426001889,
13:25:22,MVIS,B,22.5897,900,CPGO,,100467,Margin,Q210426019865,
13:25:22,MVIS,B,22.6,100,CPGO,,100467,Margin,Q210426019865,
09:41:54,OCGN,SS,11.2703,200,CPGO,,100467,Short,Q210426003698,
09:48:45,SJ,SS,11.8103,100,CPGO,,100467,Short,Q210426004864,
09:31:40,MVIS,SS,19.9703,100,CPGO,,100467,Short,Q210426001453,
14:31:44,MVIS,B,24.7997,500,CPGO,,100467,Margin,Q210426022289,
13:23:35,MVIS,SS,22.3803,400,CPGO,,100467,Short,Q210426019771,
11:56:08,CARA,B,26.3297,300,CPGO,,100467,Margin,Q210426015760,
13:23:35,MVIS,SS,22.38,100,CPGO,,100467,Short,Q210426019771,
09:48:09,MVIS,B,22.68,3,CPGO,,100467,Margin,Q210426004741,
09:48:09,MVIS,B,22.68,1,CPGO,,100467,Margin,Q210426004741,
09:48:09,MVIS,B,22.68,50,CPGO,,100467,Margin,Q210426004741,
09:48:09,MVIS,B,22.68,8,CPGO,,100467,Margin,Q210426004741,
09:48:09,MVIS,B,22.6797,1,CPGO,,100467,Margin,Q210426004741,
09:48:09,MVIS,B,22.6797,20,CPGO,,100467,Margin,Q210426004741,
09:48:09,MVIS,B,22.6797,100,CPGO,,100467,Margin,Q210426004741,
09:48:09,MVIS,B,22.6797,100,CPGO,,100467,Margin,Q210426004741,
09:48:09,MVIS,B,22.6797,100,CPGO,,100467,Margin,Q210426004741,
09:48:09,MVIS,B,22.6797,50,CPGO,,100467,Margin,Q210426004741,
09:48:09,MVIS,B,22.6797,67,CPGO,,100467,Margin,Q210426004741,
14:29:48,MVIS,SS,24.65,100,CPGO,,100467,Short,Q210426022222,
09:47:50,SJ,B,12.2497,28,CPGO,,100467,Margin,Q210426004661,
09:47:50,SJ,B,12.2497,172,CPGO,,100467,Margin,Q210426004661,
09:47:35,PLBY,B,52.1297,100,CPGO,,100467,Margin,Q210426004635,
14:29:39,MVIS,SS,24.73,200,CPGO,,100467,Short,Q210426022218,
14:29:35,MVIS,SS,24.7803,100,CPGO,,100467,Short,Q210426022216,
