Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid,
09:37:23,ZIVO,B,7.1,100,CPGO,,100467,Margin,Q210920002542,
09:52:39,EDSA,B,8.34,500,CPGO,,100467,Margin,Q210920003600,
09:46:17,ZIVO,B,7.5748,100,CPGO,,100467,Margin,Q210920003161,
09:56:31,FCX,SS,31.28,15,CPGO,,100467,Short,Q210920003782,
09:56:31,FCX,SS,31.28,30,CPGO,,100467,Short,Q210920003782,
09:56:31,FCX,SS,31.28,55,CPGO,,100467,Short,Q210920003782,
09:56:31,FCX,SS,31.28,100,CPGO,,100467,Short,Q210920003782,
09:56:31,FCX,SS,31.27,200,CPGO,,100467,Short,Q210920003782,
09:56:31,FCX,SS,31.28,100,CPGO,,100467,Short,Q210920003782,
10:09:32,EDSA,B,7.7,20,CPGO,,100467,Margin,Q210920004534,
10:09:32,EDSA,B,7.7,7,CPGO,,100467,Margin,Q210920004534,
10:09:32,EDSA,B,7.7,100,CPGO,,100467,Margin,Q210920004534,
10:09:32,EDSA,B,7.69,150,CPGO,,100467,Margin,Q210920004534,
10:09:32,EDSA,B,7.69,200,CPGO,,100467,Margin,Q210920004534,
10:09:32,EDSA,B,7.69,200,CPGO,,100467,Margin,Q210920004534,
10:09:32,EDSA,B,7.69,23,CPGO,,100467,Margin,Q210920004534,
10:09:31,EDSA,B,7.6894,100,CPGO,,100467,Margin,Q210920004534,
10:09:31,EDSA,B,7.6894,100,CPGO,,100467,Margin,Q210920004534,
10:09:31,EDSA,B,7.69,100,CPGO,,100467,Margin,Q210920004534,
10:15:32,CLF,SS,19.92,1000,CPGO,,100467,Short,Q210920004796,
10:15:00,FCX,B,30.86,200,CPGO,,100467,Margin,Q210920004774,
10:15:00,FCX,B,30.8594,500,CPGO,,100467,Margin,Q210920004774,
10:15:00,FCX,B,30.8594,100,CPGO,,100467,Margin,Q210920004774,
10:15:00,FCX,B,30.8594,100,CPGO,,100467,Margin,Q210920004774,
10:15:00,FCX,B,30.8598,100,CPGO,,100467,Margin,Q210920004774,
09:39:03,ZIVO,S,7.4601,100,CPGO,,100467,Margin,Q210920002714,
09:35:17,CAN,SS,7.2902,100,CPGO,,100467,Short,Q210920002370,
09:40:07,CAN,B,7.22,100,CPGO,,100467,Margin,Q210920002783,
09:48:41,EDSA,SS,8.21,129,CPGO,,100467,Short,Q210920003349,
09:48:40,EDSA,SS,8.22,24,CPGO,,100467,Short,Q210920003349,
09:48:40,EDSA,SS,8.22,19,CPGO,,100467,Short,Q210920003349,
09:48:40,EDSA,SS,8.22,36,CPGO,,100467,Short,Q210920003349,
09:48:40,EDSA,SS,8.22,64,CPGO,,100467,Short,Q210920003349,
09:48:40,EDSA,SS,8.21,114,CPGO,,100467,Short,Q210920003349,
09:48:40,EDSA,SS,8.23,114,CPGO,,100467,Short,Q210920003349,
10:00:59,CLF,B,20.21,100,CPGO,,100467,Margin,Q210920004012,
09:43:55,EDSA,B,8.7197,47,CPGO,,100467,Margin,Q210920003021,
09:43:55,EDSA,B,8.7194,53,CPGO,,100467,Margin,Q210920003021,
09:31:34,CLF,SS,19.94,50,CPGO,,100467,Short,Q210920001942,
10:25:17,CLF,SS,19.8,123,CPGO,,100467,Short,Q210920005252,
09:31:34,CLF,SS,19.9406,50,CPGO,,100467,Short,Q210920001942,
10:25:17,CLF,SS,19.8,200,CPGO,,100467,Short,Q210920005252,
10:25:17,CLF,SS,19.8,100,CPGO,,100467,Short,Q210920005252,
10:25:17,CLF,SS,19.8,100,CPGO,,100467,Short,Q210920005252,
10:25:17,CLF,SS,19.8,100,CPGO,,100467,Short,Q210920005252,
10:25:17,CLF,SS,19.8,77,CPGO,,100467,Short,Q210920005252,
10:25:17,CLF,SS,19.8,100,CPGO,,100467,Short,Q210920005252,
10:25:17,CLF,SS,19.8,100,CPGO,,100467,Short,Q210920005252,
10:25:17,CLF,SS,19.8,100,CPGO,,100467,Short,Q210920005252,
09:43:27,FCX,B,31.5098,100,CPGO,,100467,Margin,Q210920003005,
10:00:11,FCX,B,31.1,400,CPGO,,100467,Margin,Q210920003967,
10:00:11,FCX,B,31.0994,100,CPGO,,100467,Margin,Q210920003967,
09:50:55,ZIVO,S,7.67,80,CPGO,,100467,Margin,Q210920003477,
09:50:55,ZIVO,S,7.6706,20,CPGO,,100467,Margin,Q210920003477,
10:26:37,CLF,B,19.87,800,CPGO,,100467,Margin,Q210920005324,
10:26:37,CLF,B,19.86,200,CPGO,,100467,Margin,Q210920005324,
09:42:58,CAN,B,7.2098,100,CPGO,,100467,Margin,Q210920002971,
10:26:08,FCX,B,30.7299,100,CPGO,,100467,Margin,Q210920005295,
10:26:08,FCX,B,30.7299,100,CPGO,,100467,Margin,Q210920005295,
10:26:08,FCX,B,30.7294,100,CPGO,,100467,Margin,Q210920005295,
10:26:08,FCX,B,30.73,500,CPGO,,100467,Margin,Q210920005295,
10:26:08,FCX,B,30.72,200,CPGO,,100467,Margin,Q210920005295,
09:32:49,CLF,B,19.97,100,CPGO,,100467,Margin,Q210920002146,
09:36:02,FCX,SS,31.23,100,CPGO,,100467,Short,Q210920002446,
09:35:59,CLF,SS,20.29,100,CPGO,,100467,Short,Q210920002432,
10:11:48,FCX,SS,30.78,800,CPGO,,100467,Short,Q210920004651,
10:11:48,FCX,SS,30.7701,100,CPGO,,100467,Short,Q210920004651,
10:11:48,FCX,SS,30.7906,100,CPGO,,100467,Short,Q210920004651,
