Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid,
09:40:27,PALT,B,5.15,2,CPGO,,100467,Margin,Q210927001899,
09:50:47,RCAT,S,4.04,2,CPGO,,100467,Margin,Q210927002662,
09:40:20,PHCF,B,3.3,2,CPGO,,100467,Margin,Q210927001801,
10:09:51,CEI,S,2.38,1,CPGO,,100467,Margin,Q210927003569,
10:09:51,CEI,S,2.3803,1,CPGO,,100467,Margin,Q210927003569,
09:35:53,RCAT,B,3.88,2,CPGO,,100467,Margin,Q210927001528,
09:58:12,CEI,B,2.4,2,CPGO,,100467,Margin,Q210927003031,
09:44:51,PHCF,S,2.9506,2,CPGO,,100467,Margin,Q210927002214,
09:44:33,GGPI,S,10.25,1,CPGO,,100467,Margin,Q210927002194,
09:44:33,GGPI,S,10.2503,1,CPGO,,100467,Margin,Q210927002194,
09:56:37,CEI,S,2.3,2,CPGO,,100467,Margin,Q210927002941,
09:35:17,CEI,B,2.25,2,CPGO,,100467,Margin,Q210927001472,
09:43:06,GGPI,B,10.2997,2,CPGO,,100467,Margin,Q210927002082,
09:54:27,RCAT,S,4.0106,2,CPGO,,100467,Margin,Q210927002824,
09:42:24,PALT,S,4.9,2,CPGO,,100467,Margin,Q210927002039,
09:53:20,RCAT,B,4.1198,2,CPGO,,100467,Margin,Q210927002779,
