Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid,
10:13:21,AMST,B,3.6297,100,CPGO,,100467,Margin,Q210611012531,
10:13:21,AMST,B,3.6297,900,CPGO,,100467,Margin,Q210611012531,
09:37:20,AMST,SS,3.9503,857,CPGO,,100467,Short,Q210611005272,
09:37:20,AMST,SS,3.95,100,CPGO,,100467,Short,Q210611005272,
09:37:20,AMST,SS,3.9503,43,CPGO,,100467,Short,Q210611005272,
09:42:44,AMST,B,3.7197,1000,CPGO,,100467,Margin,Q210611006893,
09:45:58,AMST,B,3.7597,100,CPGO,,100467,Margin,Q210611007725,
09:58:31,AMST,SS,3.5503,1000,CPGO,,100467,Short,Q210611010420,
09:54:52,AMST,S,3.7603,1000,CPGO,,100467,Margin,Q210611009752,
09:45:58,AMST,B,3.7597,100,CPGO,,100467,Margin,Q210611007725,
09:45:58,AMST,B,3.7597,498,CPGO,,100467,Margin,Q210611007725,
09:45:58,AMST,B,3.7597,1,CPGO,,100467,Margin,Q210611007725,
09:45:58,AMST,B,3.7597,100,CPGO,,100467,Margin,Q210611007725,
09:45:58,AMST,B,3.7597,100,CPGO,,100467,Margin,Q210611007725,
09:47:31,AMST,S,3.6803,1000,CPGO,,100467,Margin,Q210611008036,
09:50:11,AMST,B,3.8297,500,CPGO,,100467,Margin,Q210611008626,
09:50:11,AMST,B,3.8297,300,CPGO,,100467,Margin,Q210611008626,
09:50:11,AMST,B,3.8297,200,CPGO,,100467,Margin,Q210611008626,
09:31:09,AMST,B,4.3197,1000,CPGO,,100467,Margin,Q210611003490,
09:36:07,AMST,S,3.9203,1000,CPGO,,100467,Margin,Q210611004971,
09:45:58,AMST,B,3.7597,100,CPGO,,100467,Margin,Q210611007725,
09:45:58,AMST,B,3.7597,1,CPGO,,100467,Margin,Q210611007725,
09:42:01,GRAY,SS,6.5403,100,CPGO,,100467,Short,Q210611006677,
09:42:01,GRAY,SS,6.5403,380,CPGO,,100467,Short,Q210611006677,
09:44:51,GRAY,B,6.2997,144,CPGO,,100467,Margin,Q210611007504,
09:42:01,GRAY,SS,6.5403,10,CPGO,,100467,Short,Q210611006677,
09:42:01,GRAY,SS,6.5403,10,CPGO,,100467,Short,Q210611006677,
09:44:51,GRAY,B,6.2997,200,CPGO,,100467,Margin,Q210611007504,
09:44:51,GRAY,B,6.2997,156,CPGO,,100467,Margin,Q210611007504,
10:01:30,NOVN,SS,17.2503,100,CPGO,,100467,Short,Q210611010893,
09:54:00,NOVN,S,17.3503,400,CPGO,,100467,Margin,Q210611009556,
10:01:44,NOVN,SS,17.1403,1,CPGO,,100467,Short,Q210611010932,
09:52:23,NOVN,B,17.18,200,CPGO,,100467,Margin,Q210611009134,
09:51:47,NOVN,B,16.4997,100,CPGO,,100467,Margin,Q210611008951,
09:51:46,NOVN,B,16.4197,15,CPGO,,100467,Margin,Q210611008945,
09:51:46,NOVN,B,16.4197,50,CPGO,,100467,Margin,Q210611008945,
09:40:30,NOVN,B,15.8997,100,CPGO,,100467,Margin,Q210611006297,
09:39:58,NOVN,S,15.42,100,CPGO,,100467,Margin,Q210611006120,
10:01:44,NOVN,SS,17.1403,99,CPGO,,100467,Short,Q210611010932,
10:02:15,NOVN,SS,17.1003,100,CPGO,,100467,Short,Q210611011014,
10:06:33,NOVN,B,16.55,300,CPGO,,100467,Margin,Q210611011616,
09:51:46,NOVN,B,16.4197,35,CPGO,,100467,Margin,Q210611008945,
09:36:06,NOVN,B,14.0497,100,CPGO,,100467,Margin,Q210611004965,
09:49:43,NOVN,S,15.8403,100,CPGO,,100467,Margin,Q210611008498,
